"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"106159",40000,48,"Black only","male","Some college but no degree","Married - civilian spouse present","No","east south central",40,"Private","Professional and business services","Professional and related occupations",3000,"Good","0"
"152948",110000,33,"American Indian, Alaskan Native only (AI)","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","pacific",55,"Self-employed","Professional and business services","Professional and related occupations",50,"Good","1"
"107326",15000,27,"White only","male","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","west south central",40,"Private","Wholesale and retail trade","Office and administrative support occupations",1850,"Good","0"
"74533",79500,54,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","south atlantic",45,"Private","Educational and health services","Professional and related occupations",7300,"Good","1"
"105065",20000,33,"White only","male","12th grade no diploma","Never married","No","east south central",35,"Self-employed","Construction","Construction and extraction occupations",150,"Good","0"
"133970",75001,43,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Private","Manufacturing","Management, business, and financial occupations",9000,"Good","1"
"177332",36000,45,"Hawaiian/Pacific Islander only (HP)","female","Associate degree in college - occupation/vocation program","Never married","No","pacific",40,"Private","Other services","Professional and related occupations",1712,"Good","0"
"97260",120000,34,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east south central",40,"Private","Educational and health services","Professional and related occupations",8080,"Good","1"
"88021",24000,23,"White only","male","Some college but no degree","Never married","Yes","south atlantic",40,"Private","Wholesale and retail trade","Installation, maintenance, and repair occupations",170,"Good","0"
"136656",45000,69,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","mountain",70,"Private","Other services","Management, business, and financial occupations",450,"Good","0"
"64258",97000,32,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","south atlantic",40,"Government","Public administration","Management, business, and financial occupations",3112,"Good","1"
"52995",45000,59,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","west north central",37,"Private","Educational and health services","Service occupations",600,"Good","0"
"2544",10000,74,"White only","female","High school graduate - high school diploma or equivalent","Divorced","No","new england",30,"Private","Leisure and hospitality","Service occupations",3850,"Good","0"
"23107",38001,33,"Black only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","middle atlantic",40,"Private","Educational and health services","Professional and related occupations",2075,"Good","0"
"53586",6500,34,"White only","male","11th grade","Divorced","No","west north central",40,"Private","Transportation and utilities","Production occupations",3050,"Good","0"
"92990",7000,19,"White only","male","12th grade no diploma","Never married","No","south atlantic",20,"Private","Wholesale and retail trade","Sales and related occupations",75,"Good","0"
"121322",130000,37,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","west south central",40,"Private","Professional and business services","Management, business, and financial occupations",3275,"Good","1"
"103011",100000,46,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east south central",40,"Private","Professional and business services","Management, business, and financial occupations",800,"Good","1"
"122413",27000,29,"White only","female","Some college but no degree","Never married","Yes","west south central",40,"Private","Financial activities","Management, business, and financial occupations",700,"Good","0"
"54826",26000,30,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west north central",40,"Private","Construction","Sales and related occupations",12380,"Good","0"
"98508",28000,65,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","No","east south central",40,"Private","Financial activities","Office and administrative support occupations",11650,"Good","0"
"66336",115000,48,"White only","female","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","south atlantic",90,"Private","Professional and business services","Professional and related occupations",14650,"Good","1"
"105694",35000,30,"White only","male","High school graduate - high school diploma or equivalent","Divorced","No","east south central",48,"Private","Construction","Construction and extraction occupations",120,"Good","0"
"96557",60000,62,"White only","female","Some college but no degree","Married - civilian spouse present","No","east south central",40,"Private","Professional and business services","Professional and related occupations",400,"Bad","0"
