"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"132036",25000,25,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","mountain",40,"Private","Leisure and hospitality","Service occupations",1150,"Bad","0"
"132038",74900,52,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",38,"Private","Educational and health services","Professional and related occupations",600,"Good","1"
"132043",112000,51,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","mountain",50,"Government","Educational and health services","Management, business, and financial occupations",350,"Good","1"
"132054",80000,55,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","mountain",16,"Private","Educational and health services","Service occupations",3000,"Good","1"
"132058",25000,71,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Wholesale and retail trade","Installation, maintenance, and repair occupations",680,"Good","0"
"132079",127400,37,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Divorced","No","mountain",50,"Private","Professional and business services","Professional and related occupations",8700,"Good","1"
"132090",56000,53,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Government","Transportation and utilities","Office and administrative support occupations",350,"Good","0"
"132105",72000,44,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Professional and related occupations",7150,"Good","1"
"132111",4000,23,"White only","male","Some college but no degree","Never married","No","mountain",40,"Private","Professional and business services","Professional and related occupations",1100,"Good","0"
"132114",85000,30,"White only","male","Some college but no degree","Married - civilian spouse present","No","pacific",45,"Private","Wholesale and retail trade","Sales and related occupations",3650,"Good","1"
"132120",22000,24,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",30,"Private","Wholesale and retail trade","Sales and related occupations",913,"Good","0"
"132137",4000,44,"White only","female","Some college but no degree","Never married","No","mountain",40,"Private","Wholesale and retail trade","Office and administrative support occupations",75,"Good","0"
"132162",65000,39,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",55,"Private","Manufacturing","Professional and related occupations",3876,"Good","1"
"132170",42000,53,"White only","female","High school graduate - high school diploma or equivalent","Separated","No","mountain",50,"Private","Leisure and hospitality","Service occupations",1690,"Good","0"
"132174",45000,29,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",42,"Private","Manufacturing","Sales and related occupations",194,"Good","0"
"132179",121000,60,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Wholesale and retail trade","Professional and related occupations",3600,"Good","1"
"132199",13000,25,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","mountain",50,"Private","Leisure and hospitality","Service occupations",175,"Good","0"
"132234",90000,48,"White only","male","High school graduate - high school diploma or equivalent","Divorced","No","mountain",40,"Private","Professional and business services","Service occupations",4300,"Good","1"
"132266",21757,37,"White only","female","Some college but no degree","Divorced","No","mountain",32,"Private","Leisure and hospitality","Management, business, and financial occupations",350,"Good","0"
"132271",35000,33,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","mountain",65,"Self-employed","Professional and business services","Professional and related occupations",3900,"Good","0"
"132274",240000,53,"White only","male","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","mountain",40,"Self-employed","Educational and health services","Professional and related occupations",10208,"Good","1"
"132276",5600,17,"White only","male","11th grade","Never married","No","mountain",4,"Private","Educational and health services","Service occupations",5100,"Good","0"
"132277",42200,22,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","mountain",40,"Private","Educational and health services","Professional and related occupations",0,"Good","0"
"132283",266000,52,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",38,"Private","Manufacturing","Management, business, and financial occupations",11250,"Good","1"
"132284",160000,50,"White only","female","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","mountain",35,"Self-employed","Educational and health services","Professional and related occupations",700,"Good","1"
"132290",252000,40,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",50,"Self-employed","Transportation and utilities","Management, business, and financial occupations",5200,"Good","1"
"132308",45000,55,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Professional and related occupations",700,"Good","0"
"132310",58000,45,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Government","Educational and health services","Professional and related occupations",540,"Good","0"
